objectid,labid,sampleid,sievemeshsize,sievediameter,filtertype,filterporesize,filterdiameter,filterholder,kohdigestiontemp,wpodigestions,samplestorage,time,comments,b1separationtime,b2separationtime,kohdigestiontime,matrix,sizefraction
967,LabR,LabR_SD_6,45,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,45-250 um-1p3
968,LabR,LabR_SD_6,45,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,45-250 um-1p5
969,LabR,LabR_SD_7,250,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,250-1000 um-1p3
970,LabR,LabR_SD_7,250,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,250-1000 um-1p5
971,LabR,LabR_SD_7,45,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,45-250 um-1p3
972,LabR,LabR_SD_7,45,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,45-250 um-1p5
973,LabR,LabR_SD_8,250,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,250-1000 um-1p3
974,LabR,LabR_SD_8,250,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,250-1000 um-1p5
975,LabR,LabR_SD_8,45,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,45-250 um-1p3
976,LabR,LabR_SD_8,45,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,45-250 um-1p5
977,LabD,LabD_SD_5,"250, 1000",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,250-1000 um-1p3
978,LabD,LabD_SD_5,"250, 1000",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,250-1000 um-1p5
979,LabD,LabD_SD_5,"45, 250",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,45-250 um-1p3
980,LabD,LabD_SD_5,"45, 250",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,45-250 um-1p5
981,LabD,LabD_SD_6,"250, 1000",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,250-1000 um-1p3
982,LabD,LabD_SD_6,"250, 1000",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,250-1000 um-1p5
983,LabD,LabD_SD_6,"45, 250",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,45-250 um-1p3
984,LabD,LabD_SD_6,"45, 250",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,45-250 um-1p5
985,LabD,LabD_SD_7,"250, 1000",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,250-1000 um-1p3
986,LabD,LabD_SD_7,"250, 1000",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,250-1000 um-1p5
987,LabD,LabD_SD_7,"45, 250",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,45-250 um-1p3
988,LabD,LabD_SD_7,"45, 250",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,45-250 um-1p5
989,LabD,LabD_SD_8,"250, 1000",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,250-1000 um-1p3
990,LabD,LabD_SD_8,"250, 1000",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,250-1000 um-1p5
991,LabD,LabD_SD_8,"45, 250",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,45-250 um-1p3
992,LabD,LabD_SD_8,"45, 250",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",5.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,2.0,-88.0,SD,45-250 um-1p5
993,LabL,LabL_DW_1,500,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,>500 um
994,LabL,LabL_DW_1,250,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,250-500 um
995,LabL,LabL_DW_1,125,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,125-250 um
996,LabL,LabL_DW_2,500,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,>500 um
997,LabL,LabL_DW_2,250,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,250-500 um
998,LabL,LabL_DW_2,125,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,125-250 um
999,LabL,LabL_DW_3,500,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,>500 um
1000,LabL,LabL_DW_3,250,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,250-500 um
1001,LabL,LabL_DW_3,125,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,125-250 um
1002,LabL,LabL_DW_4,500,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,72.0,,-88.0,-88.0,-88.0,DW,>500 um
1003,LabL,LabL_SD_1,500,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,>500 um
1004,LabL,LabL_SD_1,250,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,250-500 um
1005,LabL,LabL_SD_1,125,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,125-250 um
1006,LabL,LabL_SD_2,500,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,>500 um
1007,LabL,LabL_SD_2,250,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,250-500 um
1008,LabL,LabL_SD_2,125,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,125-250 um
1009,LabL,LabL_SD_3,500,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,>500 um
1010,LabL,LabL_SD_3,250,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,250-500 um
1011,LabL,LabL_SD_3,125,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,125-250 um
1012,LabL,LabL_SD_8,500,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,>500 um
1013,LabL,LabL_SD_8,250,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,250-500 um
1014,LabL,LabL_SD_8,125,3,glassfiber,1,47,Petri dish (polystyrene),-88.0,-88,-88,-88.0,,24.0,24.0,-88.0,SD,125-250 um
1015,LabL,LabL_FT_1,250,3,glassfiber,1,47,Petri dish (polystyrene),45.0,-88,72h,-88.0,,-88.0,-88.0,48.0,FT,212-500 um
1016,LabL,LabL_FT_1,20,3,glassfiber,1,47,Petri dish (polystyrene),45.0,-88,72h,-88.0,,-88.0,-88.0,48.0,FT,20-212 um
1017,LabL,LabL_FT_2,250,3,glassfiber,1,47,Petri dish (polystyrene),45.0,-88,72h,-88.0,,-88.0,-88.0,48.0,FT,212-500 um
1018,LabL,LabL_FT_2,20,3,glassfiber,1,47,Petri dish (polystyrene),45.0,-88,72h,-88.0,,-88.0,-88.0,48.0,FT,20-212 um
1019,LabL,LabL_FT_3,250,3,glassfiber,1,47,Petri dish (polystyrene),45.0,-88,72h,-88.0,,-88.0,-88.0,48.0,FT,212-500 um
1020,LabL,LabL_FT_3,20,3,glassfiber,1,47,Petri dish (polystyrene),45.0,-88,72h,-88.0,,-88.0,-88.0,48.0,FT,20-212 um
1021,LabL,LabL_FT_4,250,3,glassfiber,1,47,Petri dish (polystyrene),45.0,-88,72h,-88.0,,-88.0,-88.0,48.0,FT,212-500 um
1022,LabL,LabL_FT_4,20,3,glassfiber,1,47,Petri dish (polystyrene),45.0,-88,72h,-88.0,,-88.0,-88.0,48.0,FT,20-212 um
1023,LabJJ,LabJJ_FT_1,500,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",3.0,,-88.0,-88.0,48.0,FT,>500 um
1024,LabJJ,LabJJ_FT_1,212,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",4.0,,-88.0,-88.0,48.0,FT,212-500 um
1025,LabJJ,LabJJ_FT_1,-88,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",4.0,,-88.0,-88.0,48.0,FT,20-212 um
1026,LabJJ,LabJJ_FT_2,500,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",3.0,,-88.0,-88.0,48.0,FT,>500 um
1027,LabJJ,LabJJ_FT_2,212,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",3.0,,-88.0,-88.0,48.0,FT,212-500 um
1028,LabJJ,LabJJ_FT_2,-88,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",4.0,,-88.0,-88.0,48.0,FT,20-212 um
1029,LabJJ,LabJJ_FT_3,500,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",4.0,,-88.0,-88.0,48.0,FT,>500 um
1030,LabJJ,LabJJ_FT_3,212,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",3.0,,-88.0,-88.0,48.0,FT,212-500 um
1031,LabJJ,LabJJ_FT_3,-88,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",3.0,,-88.0,-88.0,48.0,FT,20-212 um
1032,LabJJ,LabJJ_FT_4,500,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",4.0,,-88.0,-88.0,48.0,FT,>500 um
1033,LabJJ,LabJJ_FT_4,212,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",4.0,,-88.0,-88.0,48.0,FT,212-500 um
1034,LabJJ,LabJJ_FT_4,-88,8,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",3.0,,-88.0,-88.0,48.0,FT,20-212 um
1035,LabL,LabL_SD_5,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,"Density separation, NaI","on filters, dry",624.0,The samples were stored 624 h before visual analysis,0.25,0.25,-88.0,SD,>500 um
1036,LabL,LabL_SD_5,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,"Density separation, NaI","on filters, dry",624.0,The samples were stored 624 h before visual analysis,0.25,0.25,-88.0,SD,250-500 um
1037,LabL,LabL_SD_5,125,3,glassfiber,125,47,Petri dish (polystyrene),45.0,"Density separation, NaI","on filters, dry",624.0,The samples were stored 624 h before visual analysis,0.25,0.25,-88.0,SD,125-250 um
1039,LabL,LabL_SD_6,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,"Density separation, NaI","on filters, dry",624.0,The samples were stored 624 h before visual analysis,0.25,0.25,-88.0,SD,250-500 um
1040,LabL,LabL_SD_6,125,3,glassfiber,125,47,Petri dish (polystyrene),45.0,"Density separation, NaI","on filters, dry",624.0,The samples were stored 624 h before visual analysis,0.25,0.25,-88.0,SD,125-250 um
1041,LabL,LabL_SD_7,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,"Density separation, NaI","on filters, dry",624.0,The samples were stored 624 h before visual analysis,0.25,0.25,-88.0,SD,>500 um
1042,LabL,LabL_SD_7,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,"Density separation, NaI","on filters, dry",624.0,The samples were stored 624 h before visual analysis,0.25,0.25,-88.0,SD,250-500 um
1043,LabL,LabL_SD_7,125,3,glassfiber,125,47,Petri dish (polystyrene),45.0,"Density separation, NaI","on filters, dry",624.0,The samples were stored 624 h before visual analysis,0.25,0.25,-88.0,SD,125-250 um
1044,LabL,LabL_FT_5,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,Digested 1 time with 5% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,>500 um
1045,LabL,LabL_FT_5,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,Digested 1 time with 5% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,250-500 um
1046,LabL,LabL_FT_5,53,3,glassfiber,53,47,Petri dish (polystyrene),45.0,Digested 1 time with 5% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,20-250 um
1047,LabL,LabL_FT_6,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,Digested 1 time with 10% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,>500 um
1048,LabL,LabL_FT_6,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,Digested 1 time with 10% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,250-500 um
1049,LabL,LabL_FT_6,53,3,glassfiber,53,47,Petri dish (polystyrene),45.0,Digested 1 time with 10% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,20-250 um
1050,LabL,LabL_FT_7,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,Digested 1 time with 20% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,>500 um
1051,LabL,LabL_FT_7,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,Digested 1 time with 20% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,250-500 um
1052,LabL,LabL_FT_7,53,3,glassfiber,53,47,Petri dish (polystyrene),45.0,Digested 1 time with 20% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,20-250 um
1053,LabL,LabL_FT_8,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,Digested 1 time with 30% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,>500 um
1054,LabL,LabL_FT_8,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,Digested 1 time with 30% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,250-500 um
1055,LabL,LabL_FT_8,53,3,glassfiber,53,47,Petri dish (polystyrene),45.0,Digested 1 time with 30% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,20-250 um
1056,LabL,LabL_FT_9,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,Digested 1 time with 5% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,>500 um
1057,LabL,LabL_FT_9,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,Digested 1 time with 5% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,250-500 um
1058,LabL,LabL_FT_9,53,3,glassfiber,53,47,Petri dish (polystyrene),45.0,Digested 1 time with 5% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,20-250 um
1059,LabL,LabL_FT_10,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,Digested 1 time with 10% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,>500 um
1060,LabL,LabL_FT_10,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,Digested 1 time with 10% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,250-500 um
1061,LabL,LabL_FT_10,53,3,glassfiber,53,47,Petri dish (polystyrene),45.0,Digested 1 time with 10% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,20-250 um
1062,LabL,LabL_FT_11,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,Digested 1 time with 20% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,>500 um
1063,LabL,LabL_FT_11,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,Digested 1 time with 20% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,250-500 um
1064,LabL,LabL_FT_11,53,3,glassfiber,53,47,Petri dish (polystyrene),45.0,Digested 1 time with 20% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,20-250 um
1065,LabL,LabL_FT_12,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,Digested 1 time with 30% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,>500 um
1066,LabL,LabL_FT_12,250,3,glassfiber,250,47,Petri dish (polystyrene),45.0,Digested 1 time with 30% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,250-500 um
1067,LabL,LabL_FT_12,53,3,glassfiber,53,47,Petri dish (polystyrene),45.0,Digested 1 time with 30% KOH and 10% Alcojet,"on filters, dry",72.0,The samples were stored 72 h before visual analysis,-88.0,-88.0,48.0,FT,20-250 um
1068,LabNN,LabNN_CW_1,1,3.5 inches,polycarbonate,1,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,1-250 um
1069,LabNN,LabNN_CW_1,250,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,250-710 um
1070,LabNN,LabNN_CW_1,710,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,>710 um
1071,LabNN,LabNN_CW_2,1,3.5 inches,polycarbonate,1,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,1-250 um
1072,LabNN,LabNN_CW_2,250,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,250-710 um
1073,LabNN,LabNN_CW_2,710,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,>710 um
1074,LabNN,LabNN_CW_3,1,3.5 inches,polycarbonate,1,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,1-250 um
1075,LabNN,LabNN_CW_3,250,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,250-710 um
1076,LabNN,LabNN_CW_3,710,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,>710 um
1077,LabNN,LabNN_CW_4,1,3.5 inches,polycarbonate,1,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,1-250 um
1078,LabNN,LabNN_CW_4,250,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered.,-88.0,-88.0,-88.0,CW,250-710 um
1079,LabNN,LabNN_CW_4,710,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,-88.0,-88.0,-88.0,CW,>710 um
1080,LabNN,LabNN_SD_1,1,3.5 inches,polycarbonate,1,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,1-250 um
1081,LabNN,LabNN_SD_1,250,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,250-710 um
1082,LabNN,LabNN_SD_1,710,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,>710 um
1083,LabNN,LabNN_SD_2,1,3.5 inches,polycarbonate,1,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,1-250 um
1084,LabNN,LabNN_SD_2,250,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,250-710 um
1085,LabNN,LabNN_SD_2,710,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,>710 um
1086,LabNN,LabNN_SD_3,1,3.5 inches,polycarbonate,1,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,1-250 um
1087,LabNN,LabNN_SD_3,250,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,250-710 um
1088,LabNN,LabNN_SD_3,710,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,>710 um
1089,LabNN,LabNN_SD_4,1,3.5 inches,polycarbonate,1,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,1-250 um
1090,LabNN,LabNN_SD_4,250,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,250-710 um
1091,LabNN,LabNN_SD_4,710,3.5 inches,polycarbonate,-88,47,Glass,-88.0,none,"on filters, dry in a glass desiccator",2.0,20 micron filters were backordered,2.0,24.0,-88.0,SD,>710 um
